page;question;answer
14;Quelles sont les conséquences du retrait d'un produit?;Rappel des produits: en cas de retrait définitif d'un produit, le professionnel doit procéder, à ses frais, au rappel du produit incriminé de tous les lieux où il se trouve, Information du consommateur: les services chargés de la protection du consommateur et de la répression des fraudes informent par tout moyen 2- mesures répressives Cas n° 1: l'infraction n'a pas entraîné de dommage corporel (maladie, accident...) ou matériel (perte financière, produit inutilisable...) et elle n'est pas passible d'une peine de prison, l'administration peut infliger une amende transactionnelle. La loi précise le montant de ces amendes: Infraction (montant en dinars algérien): Défaut d'innocuité des denrées alimentaires: 300 000 DA. - Défaut d'hygiène et de salubrité: 200 000 DA - Défaut de sécurité: 300 000 DA - Défaut de contrôle préalable de conformité: 300 000 DA - Défaut de garantie ou d'exécution de la garantie: 300 000 DA - Défaut d'essai du produit: 50 000 DA - Refus d'exécution du service après-vente: 10% du prix du produit - Défaut d'étiquetage du produit: 200 000 DA Si le contrevenant ne paye pas l'amende dans les 45 jours à compter de la réception de l'avertissement, la DWC transmet le dossier au juge compétent. S'il y a plusieurs infractions, les amendes sont cumulatives: si une seule des infractions n'autorise pas la transaction, la DWC ne peut pas infliger l'amende transactionnelle, elle transfère le dossier au tribunal. Cas n° 2: L'infraction est grave et passible d'une peine plus sévère qu'une simple amende, et/ou elle vous a causé un dommage corporel ou matériel: dans ce cas, la direction de wilaya de commerce doit impérativement transmettre à la justice. Cas n° 3: Il n'y a pas d'infraction: votre litige est purement «civil»: voir « Comment régler un litige». C'est le cas lorsque vous avez subi un dommage parce que le commerçant n'a pas rempli sa part du contrat sans toutefois avoir enfreint la loi: par exemple, le bien n'est pas livré dans les délais. Dans ce cas, l'administration n'est pas compétente, elle peut, le cas échéant, faire pression sur le commerçant, mais vous devrez régler ce litige vous-même en vous faisant aider par une association de consommateurs et, si le dommage est important, en saisissant le tribunal compétent. Référence juridiques: - Loi n° 04-02 du 23 juin 2004 fixant les règles applicables aux pratiques commerciales, modifiée et complétée par la Loi n° 10-06 du 15 août 2010. - Loi n° 09-03 du 25 février 2009 relative à la protection du consommateur et à la répression des fraudes. - Décret exécutif n° 11-04 du 09 janvier 2011 modifiant et complétant le décret exécutif n° 02-454 du 21 décembre 2002 portant organisation de l'administration centrale du Ministère du Commerce. - Décret exécutif n° 11-09 du 20 janvier 2011 portant organisation, attributions et fonctionnement des services extérieurs du Ministère du Commerce. « 1 2... 11 12 13 14 15 16 17... 49 50 »
16;Quel est le dossier à fournir pour l'autorisation d'admission des produits importés?;"Le dossier doit comporter les pièces suivantes: - La déclaration d'importation du produit, dûment renseignée par l'importateur concerné; - Une copie certifiée conforme de l'extrait du registre du commerce; - Une copie certifiée conforme de la facture; - L'original de tout autre document exigé par la réglementation en vigueur et ayant trait à la conformité des produits importés (autorisation préalable, autorisation d'admission sur le territoire national délivrée par les services concernés tels que les services vétérinaires, phytosanitaires…)."
16;Qui dépose ce dossier?;L'importateur ou son représentant dûment habilité, dépose le dossier de contrôle de la conformité de son produit.
16;A quel niveau s'effectue le contrôle de la conformité des produits importés?;- Les produits importés sont soumis au contrôle de la conformité avant leur dédouanement. - Le contrôle de la conformité s'effectue au niveau des postes terrestres, portuaires et aéroportuaires.
16;Comment se fait le contrôle de la conformité des produits importés?;"On distingue trois étapes de contrôle de la conformité des produits importés au niveau des frontières: - Le contrôle documentaire; - Le contrôle visuel (avec éventuellement des instruments de mesure); - Le contrôle analytique (le cas échéant)."
16;Quelles sont les voies de recours en cas d'un refus d'admission?;"Les recours administratifs sont: - Un 1er recours auprès de la Direction de Commerce de Wilaya portant contestation du motif de refus; - Un 2ème recours auprès de la Direction Régionale du Commerce sur la destination réservée aux produits non conformes, si le refus est maintenu; - Un 3ème recours au niveau de l'Administration Centrale de Commerce, si le deuxième n'ayant pas aboutit."
16;Quels sont les produits importés nécessitant une autorisation préalable à l'importation?;"- Les produits cosmétiques et d'hygiène corporelle; - Les produits toxiques ou présentant un risque particulier."
16;Quel est le dossier à fournir pour l'obtention d'une autorisation préalable à l'importation?;"- Voir article 8 du décret exécutif n° 10-114 du 18 avril 2010 définissant les conditions et les modalités de fabrication, de conditionnement, d'importation et de commercialisation, sur le marché national, des produits cosmétiques et d'hygiène corporelle; - Voir article 7 du décret exécutif n° 97-254 du 08 juillet 1997 relatif aux autorisations préalables à la fabrication et à l'importation des produits toxiques ou présentant un risque particulier."
16;Est ce que le numéro de lot peut remplacer la date de fabrication?;Oui, dans le cas des denrées alimentaires rapidement altérable dont la durabilité minimale est inférieure ou égale à 03 mois, à condition que cette dernière soit mentionnée sur l'étiquetage et se compose en clair et dans l'ordre au moins du jour et du mois.
16;Est-ce que les produits importés font l'objet d'une surveillance contre un risque de contamination radioactive?;Oui, les produits importés sont soumis à une surveillance contre le risque de contamination radioactive par les services de la répression des fraudes au niveau des postes frontaliers. Cette surveillance est effectuée par le biais d'un appareil de mesure de la radioactivité (muni d'un détecteur à scintillographie très sensible) existant dans la valisette de mesure dont dispose l'inspecteur chargé du contrôle. Cet appareil permet la détection de produits importés susceptibles d'être contaminés d'une manière simple, rapide et fiable. « 1 2... 13 14 15 16 17 18 19... 49 50 »
17;Quel ancrage juridique?;Décret exécutif n° 13-84 du 25 Rabie El Aouel 1434 correspondant au 6 février 2013 fixant les modalités d'organisation et de gestion du fichier national des fraudeurs, auteurs d'infractions graves aux législations et réglementations fiscales, commerciales, douanières, bancaires et financières ainsi que le défaut de dépôt légal des comptes sociaux. « 1 2... 14 15 16 17 18 19 20... 49 50 »
18;Quels sont les principaux avantages fiscaux accordés aux exportateurs?;"Source: Algex Les principaux avantages fiscaux accordés aux exportateurs sont: 1. Exonération en matière d'impôts directs et taxes assimilées - TAP et IBS. La taxe sur l'activité professionnelle (TAP): 'est pas compris dans le chiffre d'affaires servant de base à la TAP, le montant des opérations de vente, de transport ou de courtage qui portent sur des objets ou marchandises destinés directement à l'exportation (Art. 220-3 du Code des Impôts Directs et Taxes Assimilées). L'impôt sur les bénéfices des sociétés (IBS): Exonération permanente de l'IBS, les opérations génératrices de devises, notamment: les opérations de ventes destinées à l'exportation; les prestations de services destinées à l'exportation. Ces exonérations sont octroyées au prorata du chiffre d'affaires réalisé en devises. Le bénéfice de ces dispositions est subordonné à la présentation, par les entreprises, aux services fiscaux compétents, d'un document attestant du versement des recettes en devises à une banque domiciliée en Algérie. Les opérations de transports terrestres, maritimes, aériens, les réassurances et les banques ne sont pas concernées par cette exonération de l'IBS. (Art. 10/5 de la Loi de Finances pour 2011 modifiant et complétant les dispositions de l'Art. 138 du Code des Impôts Directs et Taxes Assimilées). 2. Exonération en matière de taxes sur le chiffre d'affaires La taxe sur la valeur ajoutée sur les opérations de vente réalisées à l'exportation (TVA): Sont exemptées de la TVA, les affaires de vente et de façon qui portent sur les marchandises exportées et les marchandises d'origine nationale livrées aux magasins sous-douane légalement institués, compte non tenu de certaines exclusions. (Art. 13 du Code des Taxes sur le Chiffre d'Affaires) L'achat en franchise de TVA: Les achats ou importations de marchandises, réalisés par un exportateur, destinés soit à l'exportation ou à la réexportation en l'état, soit à être incorporées dans la fabrication, la composition, le conditionnement ou l'emballage des produits destinés à l'exportation et les services liés directement à l'opération d'exportation, peuvent bénéficier de la franchise de TVA. (cf. article 42-2 du Code des Taxes sur le Chiffre d'Affaires). La restitution de la TVA: Peut s'effectuer pour l'ensemble des biens et services pour lesquels la franchise à l'achat est autorisée. (cf. article 42 et 50 du Code des Taxes sur le Chiffre d'Affaires)."
18;Es que l'exportation est libre en Algérie ou soumise à une licence ou autorisation préalable?;"1- L e caractère l ibre de l ' acte d' ex portation: En deh ors dequ el q u es ex c e pt ions vi santàprot ég ernot re chept el, not re f lo reetnotrepat ri m oi n e arc h é ologi qu e et hist ori que, l'ex portat ion est li breen Algér i e et n 'est so u mise àauc un e lice nce ou aut or i sa t ion pré ala b le. Ce tt e li b ér a lisa t i on del'acte d 'ex portations'est not amm enttra du itep ar: une i mm a t ric ul ati on p l us simp li f i ée des exp o rt a t eu rs au registre de co mm e r ce et l ' i ntr o d uct ion en 2 0 0 6 de tr oi s c odes d ' act ivi tés: - 4 1 1. 1 0 1 p o ur l 'ex p orta t i on des pro dui ts agri co les et pro dui ts agr oa lim en tai res; - 4 1 1.1 0 2 p o ur l 'ex p ort at i on des pro dui ts i nd u s tr i els et manuf acturés hors hydroc arb ures; - 4 1 1. 1 0 3 p o ur l 'ex p orta t i on des pro dui ts, hors h y drocarb u re s, non dé sign és a ill e ur s."
